distance_km,pickup_lat,pickup_lng,drop_lat,drop_lng,Hour,Day,Month,DayOfWeek,ActualFare,PredictedFare
4.53,37.14329949490372,-76.7271984007575,37.16264373712424,-76.70333751141538,21,5,1,3,10.16,11.383099999999995
11.77,40.46129764916446,-83.14570335221927,40.48181982948272,-83.09891682325805,3,19,1,3,25.72,24.175450000000005
6.82,39.043298230808176,-103.6856238596002,39.004699447347264,-103.72650313163204,21,10,1,1,14.51,15.126000000000001
9.29,37.997679108674944,-79.55706500318118,38.00846403720127,-79.55399810156777,11,16,1,0,21.58,19.322949999999988
5.49,39.40549035675641,-117.9365810795979,39.4553210321622,-117.97988528345414,16,11,1,2,15.08,12.615250000000005
10.01,39.4432505656044,-85.5499295058199,39.40228963921735,-85.52982164925753,3,10,1,1,16.68,21.72855000000001
5.8,38.0755288007864,-93.77001025075882,38.11319741837978,-93.80272785511632,5,28,1,5,17.47,13.435249999999995
1.15,40.03797348358559,-101.792867176921,39.995909273757455,-101.80009441865748,20,2,2,3,4.59,4.7679000000000045
5.25,40.20358156659161,-95.06537408782825,40.24745122344577,-95.08660906527513,18,8,1,6,16.37,12.5835
7.41,38.52382077842143,-111.00559446434616,38.47413038556659,-111.03317307737636,23,18,1,2,15.67,17.59759999999999
6.67,40.28524372108026,-121.01805186926984,40.30167213921386,-121.05267438538816,9,21,1,5,13.61,13.476199999999999
12.04,40.76673100640281,-117.03423325672873,40.76894763315042,-117.02112801929502,12,4,2,5,20.71,24.0429
10.12,38.8619897329097,-112.58417547484424,38.864140993765055,-112.55396775351292,16,29,1,6,18.63,21.323799999999988
7.35,38.9039286748252,-104.48586736520828,38.92353553854493,-104.50760837363345,13,20,1,4,11.56,16.15234999999999
5.08,37.622332786426206,-92.59088137555196,37.59528012582641,-92.63456999786808,12,12,1,3,11.57,13.1194
7.29,38.57891194668592,-103.18676522641576,38.53065340987087,-103.1851330527482,18,13,1,4,16.55,16.55964999999999
5.05,39.099305798161225,-111.8187352179594,39.06144720409861,-111.78776428986949,14,16,1,0,10.13,12.827900000000005
4.79,40.43309694555895,-78.45290038539454,40.435760153940016,-78.48314248090257,8,23,1,0,9.83,11.668149999999999
6.72,37.9257110371982,-86.75412940921211,37.951961802917104,-86.77756387101851,6,6,1,4,17.47,15.023799999999992
8.81,38.21429738409049,-115.26570863451956,38.18181438043682,-115.24323744781412,15,25,1,2,25.14,18.26835000000002
9.86,40.94157671815527,-92.55460150745412,40.9317260617802,-92.56398944537747,15,21,1,5,21.09,23.23325
4.46,39.61050264652776,-121.22299072050684,39.56663391364323,-121.25856776604218,18,24,1,1,14.17,11.64625
6.98,38.52005637793395,-94.26018279955754,38.555977748567294,-94.29398145839548,0,19,1,3,15.61,15.71375000000001
4.46,37.82650826268479,-110.8605033506616,37.81124841295542,-110.8281140859186,11,21,1,5,13.49,11.337049999999993
5.48,38.21158735274752,-85.01343647849667,38.18913194118544,-85.05298823852684,14,23,1,0,14.79,12.834350000000002
5.23,37.14577529672235,-82.53484137727887,37.173643412672966,-82.49836695125089,6,8,1,6,12.15,13.2135
4.6,40.34224924137419,-86.83615517065222,40.3607833471755,-86.82121598272053,14,31,1,1,8.01,11.843399999999988
5.4,37.06328464963684,-100.9214230502318,37.03221934144451,-100.87813520694364,17,18,1,2,10.19,12.887049999999999
7.53,38.4328073851886,-90.50775014159244,38.47539694763029,-90.50384566120754,1,4,2,5,21.44,17.604100000000003
6.03,40.45816434507979,-120.1441810510801,40.50600745121592,-120.1232450665307,8,8,1,6,14.38,14.04045
8.08,40.17391058095008,-73.73652543092594,40.12955479091387,-73.71750393968544,1,21,1,5,16.79,18.151949999999996
10.2,40.27401160927053,-108.53587868273236,40.235709511767325,-108.52170547751544,14,27,1,4,24.87,22.071150000000017
5.63,38.5657095889261,-106.50579455669728,38.615144416676095,-106.49264812744828,19,1,1,6,11.46,14.151149999999989
8.29,40.243736555256405,-89.37061432327405,40.27141715464233,-89.32821277380263,6,21,1,5,15.77,19.138899999999985
5.06,39.09474647447166,-118.58885769511213,39.12241686277766,-118.629256964602,2,12,1,3,9.15,12.922600000000015
3.94,39.482647109863045,-106.96266488403532,39.52366860983364,-107.00334670887818,23,17,1,1,13.15,11.30515
5.49,37.685363590648734,-101.11259336235564,37.65033203672288,-101.0720659699695,7,22,1,6,11.74,11.850199999999994
6.85,37.43628338092714,-77.76764727031875,37.475125012528025,-77.76432841683368,12,20,1,4,19.98,17.659250000000004
5.83,38.28209454696174,-94.04902712739596,38.24453286817484,-94.00428410732792,5,4,1,2,15.37,13.604349999999993
5.46,40.3033989040612,-96.04352984481513,40.33425797556495,-96.01569098671868,18,12,1,3,14.3,12.5119
7.71,39.67851839689665,-83.41147212141746,39.65988129296256,-83.44331013742024,4,9,1,0,18.22,17.49875
4.8,40.9493666099987,-76.47135434004636,40.956905402856414,-76.50461758048732,7,23,1,0,10.26,12.192800000000013
4.62,40.85711738288338,-93.46733078719494,40.87373711355177,-93.44453185154298,4,9,1,0,7.19,11.317950000000002
8.09,39.44800367403628,-98.72457346593067,39.48254013835203,-98.70750800587024,6,3,2,4,15.42,18.6519
7.46,38.06287494743619,-121.26389890426638,38.03515811517688,-121.22508476224031,0,16,1,0,16.16,16.375850000000025
9.21,38.00922201795712,-75.03881460808333,38.03745502742097,-75.07680140273692,19,8,1,6,25.44,18.14094999999999
10.3,38.3277216279856,-87.27734115993576,38.32207885613943,-87.30696884672012,18,1,2,2,25.22,23.155049999999992
6.43,37.31817092258066,-107.73930830729928,37.333056616555126,-107.75987777563265,1,31,1,1,13.31,16.627949999999995
2.45,38.76273574525834,-92.2246871578352,38.79191649593412,-92.19937862706158,7,14,1,5,8.01,7.866249999999996
4.61,40.00823157883036,-112.4141150113702,40.02122646133844,-112.44472675305508,1,2,1,0,9.18,11.094949999999994
2.03,39.09073067819495,-102.53971936066266,39.05559123984884,-102.58189161180874,14,1,1,6,7.36,6.935599999999999
8.04,40.93935703784901,-76.19659307752582,40.91945736201995,-76.24589258547272,7,9,1,0,12.16,18.525499999999994
7.49,37.25024883995725,-115.35371547822416,37.29671225181683,-115.33046877496892,13,8,1,6,11.4,16.547550000000005
4.84,39.27225185000968,-82.77005308376329,39.22646918297695,-82.78592250114615,12,30,1,0,9.87,12.121749999999993
5.2,37.29854798864402,-94.27556902109713,37.27547949015148,-94.24418292496708,1,26,1,3,12.38,11.99165000000001
9.71,38.73996527221531,-87.53612983188216,38.7113666680787,-87.56355806711193,14,10,1,1,21.81,21.417949999999987
5.61,39.6170895803835,-107.55515011290268,39.60890758881296,-107.54731677999786,9,22,1,6,12.54,13.502600000000005
10.44,37.462612798163526,-91.45692866512914,37.455711013753465,-91.4363415631174,0,22,1,6,27.42,23.905950000000004
7.01,38.39911200746771,-85.57490487692151,38.35215307673545,-85.6232807352006,11,20,1,4,17.98,16.541750000000015
12.47,37.26556853199491,-118.4332476940832,37.24841643530738,-118.43207999547354,21,16,1,0,30.27,27.300099999999965
2.42,38.50152562738592,-96.10393608515054,38.53790444915101,-96.06549993414276,8,5,1,3,5.91,7.80195
10.24,40.77328593696144,-97.98417374280348,40.77329989005282,-97.97027657305333,11,17,1,1,17.38,22.002349999999996
11.45,40.955764729851296,-121.24147398274508,40.970495199880986,-121.21541950535794,20,26,1,3,29.97,22.585149999999977
9.3,37.131398184143286,-120.67270798787013,37.16848620081384,-120.63573283466722,13,20,1,4,17.68,20.892349999999997
4.32,37.57197951686474,-97.36377100708114,37.6118921967987,-97.39128301566046,13,17,1,1,12.69,10.91175
7.09,37.35235775457659,-89.59722558254819,37.33813759728256,-89.56181382936174,21,25,1,2,20.5,16.20795000000001
7.02,40.60445282912233,-79.47395345088597,40.590756924209536,-79.45898299991643,11,26,1,3,15.71,15.08865
10.4,40.95518291219591,-93.02832882444692,40.99400563221505,-93.03994998766512,17,27,1,4,24.31,22.996449999999992
9.03,40.188733255436055,-101.571268134067,40.208196952263776,-101.61554700634004,8,24,1,1,22.98,19.281200000000005
6.71,38.30526129216006,-88.29320068407789,38.26640628647838,-88.2850015180907,9,23,1,0,11.29,15.51954999999999
6.36,37.36426873131536,-108.998687284288,37.381574465297184,-108.9723939849871,8,26,1,3,16.99,15.099150000000007
7.91,40.64093645042212,-107.68740731406778,40.63071057968867,-107.66958956733345,9,30,1,0,20.23,18.03630000000001
8.07,40.06389716686359,-86.91763938124606,40.095532581640434,-86.90487568715744,4,2,1,0,15.37,17.921449999999993
13.0,37.75445036439601,-82.6362907652269,37.70601931915808,-82.59237942792137,19,7,1,5,24.05,30.653999999999964
11.88,38.38987475589013,-88.32009430562651,38.39495708786859,-88.36830729295976,11,19,1,3,28.08,24.709250000000026
8.14,37.67197253375952,-99.74512222052776,37.63175705590065,-99.75811723444018,15,5,1,3,21.38,18.565250000000006
11.47,39.96091641679166,-106.2307529229345,39.98539170602307,-106.19076955708596,1,3,1,1,31.33,25.996899999999997
1.56,40.96768905265292,-86.20734568395795,40.98453620034046,-86.19770794112472,4,3,1,1,4.94,6.436399999999997
6.32,40.70393700636642,-85.45905535164309,40.69813134934038,-85.43904916894543,1,3,1,1,13.57,14.451800000000013
7.49,37.35773450601432,-98.32199020163355,37.32875838851939,-98.30428265441356,10,22,1,6,19.26,18.577450000000024
8.74,38.18661105860768,-82.69983953847867,38.14069162173699,-82.7383047390959,7,6,1,4,16.66,19.514449999999997
5.61,39.620932695317336,-112.29305197661093,39.66834796722727,-112.25542711779244,0,27,1,4,10.9,13.801300000000001
7.7,40.14949740597631,-95.42692181440424,40.129406090471015,-95.39033557879289,7,31,1,1,15.25,18.50049999999999
13.25,40.66850288085845,-110.26632790853398,40.652402039048496,-110.30215320872396,17,25,1,2,35.07,27.163599999999953
9.64,40.21534645359095,-99.0282979840241,40.19880003521965,-99.02656380925252,3,19,1,3,16.22,20.24035
8.42,40.71589000016462,-93.97365598847692,40.75626038445706,-93.956469155137,1,17,1,1,23.06,16.94739999999999
5.66,37.61044257321857,-85.63062760348114,37.59787422989724,-85.60181824535448,13,9,1,0,17.49,14.251549999999995
0.81,39.87637100052607,-115.58168336861492,39.83212326241506,-115.60944374436798,8,22,1,6,4.3,4.082749999999999
10.33,38.88036789798326,-114.04614004255384,38.86559318379235,-114.05300245465918,22,15,1,6,24.4,22.111349999999998
3.81,38.89157231858903,-108.20262535113984,38.880228782352674,-108.16822638616878,2,16,1,0,8.08,9.979149999999992
7.1,39.18817156877364,-116.3016041277367,39.15786323020402,-116.3309722987632,13,29,1,6,13.05,16.491849999999996
9.01,38.71052098292476,-76.88720395538844,38.71518927083113,-76.8444510080023,7,31,1,1,21.16,21.04789999999999
6.51,39.7903030307775,-83.36227160043549,39.76443282612272,-83.41052229269557,17,4,1,2,14.18,15.187350000000015
7.43,39.94006586067977,-108.23642033263307,39.904019118139416,-108.23240187361374,23,24,1,1,18.66,18.106800000000003
2.16,38.94598053426623,-100.905474567355,38.9481424808528,-100.9040876324502,21,30,1,0,6.77,6.791700000000002
6.08,38.627845480172496,-104.80794706816448,38.6769189007448,-104.83427669450856,14,31,1,1,17.18,14.153349999999996
10.19,37.05188353361407,-78.2112609339998,37.035910810576254,-78.21285406089274,22,22,1,6,15.94,21.8678
8.05,39.23666477863515,-88.71430407837315,39.28031561156238,-88.74695052827565,5,26,1,3,21.24,18.805899999999987
5.23,38.91930563472063,-113.79231951633068,38.95818200801745,-113.7489373249469,17,10,1,1,16.41,13.028200000000009
8.0,39.94269055047004,-114.885652716557,39.918461579801146,-114.84170634560516,17,1,2,2,22.31,16.94955000000001
11.68,38.21241169979678,-98.52724319231702,38.17148739223024,-98.48426698243318,3,1,2,2,21.43,24.12365000000003
5.86,37.52062864009562,-89.93130107164635,37.49268407472846,-89.91214072404684,16,27,1,4,11.25,14.023149999999998
8.07,40.046608211781205,-82.83696200351892,40.07318814944115,-82.80136919657926,2,30,1,0,16.29,19.01604999999999
11.76,39.713463015764205,-115.74828036687296,39.72398194998559,-115.72000052718444,15,18,1,2,17.44,25.716600000000035
3.28,38.40661394663582,-108.30574523372898,38.36796709402983,-108.2588305449892,6,18,1,2,11.61,9.02544999999999
11.3,39.61536994831365,-102.95018626697204,39.58482743918396,-102.9864381189844,11,7,1,5,28.18,24.350199999999994
6.8,38.46127663316156,-100.53232543001936,38.4414727596274,-100.55915863999434,17,31,1,1,10.47,14.37665
9.43,39.97009808889069,-111.85245991798112,39.9405267584588,-111.80333214118406,1,26,1,3,16.97,19.928349999999995
6.2,37.78540561140896,-110.88831771997648,37.82869341554161,-110.87133597652874,3,30,1,0,15.29,15.952400000000006
2.2,39.16445447813906,-91.13810730980488,39.15224782874065,-91.09547818106628,11,9,1,0,4.68,7.275549999999997
6.38,39.49608265992861,-114.5497039999941,39.50643470269341,-114.5890857637582,2,21,1,5,12.64,14.878799999999995
5.65,39.37747425664973,-104.66179183566877,39.4004296684048,-104.61929873667796,23,11,1,2,9.81,13.695549999999995
6.39,40.66226486427153,-110.77110024043483,40.64998500455956,-110.8041646455099,14,11,1,2,10.42,13.949250000000001
4.55,39.25722253393734,-113.00026153569858,39.2095306730851,-113.01458549537136,17,7,1,5,10.33,12.029700000000005
12.1,38.753711576743,-83.33749996680777,38.74285794119925,-83.31721005303073,3,13,1,4,20.83,25.37015
6.22,37.25343504923359,-80.52499905856304,37.28004665448659,-80.54547696251407,3,27,1,4,17.29,13.037749999999994
7.93,40.18295219756552,-121.8431861215082,40.15901844207905,-121.861861726214,9,2,2,3,21.52,16.27340000000001
2.37,40.30040853652304,-95.54851496644878,40.2691517811978,-95.58665542155984,7,24,1,1,7.38,7.100400000000004
5.82,37.0318826647909,-83.6976917961181,36.9929975699975,-83.66769383340029,12,2,2,3,14.02,13.835349999999995
6.09,40.086485165252576,-114.09119972168332,40.10409606584925,-114.04799777722492,1,13,1,4,14.31,14.8399
9.66,38.564120468170806,-90.48222399877538,38.54798790813617,-90.52416801786924,16,30,1,0,16.21,20.081749999999996
9.42,40.01459267066932,-74.09815527016946,40.0249004793509,-74.1142826130807,16,19,1,3,17.94,19.67665000000001
9.75,38.03217799880122,-94.46388918662848,38.05491324404031,-94.47427059204075,10,29,1,6,25.16,20.562600000000025
9.52,38.64842745610263,-120.136557209508,38.64238323054068,-120.16194523251572,10,26,1,3,21.33,20.34459999999998
9.15,40.91351295804706,-79.79054457389597,40.93508233428662,-79.82276813261824,18,4,1,2,23.46,21.1485
3.45,38.53570676761963,-83.38474107832542,38.51347263442516,-83.34084438263062,2,1,2,2,10.0,9.181900000000008
5.96,40.35456669133537,-88.48021692413838,40.344878843242704,-88.46166385903787,6,15,1,6,15.52,14.462700000000009
3.2,39.34860331593582,-89.03800007884331,39.30969761301299,-89.03520226723337,3,2,1,0,10.18,8.979850000000013
1.17,38.695731371304944,-112.71695999285748,38.70226029083356,-112.70429474366264,20,27,1,4,3.52,4.770249999999995
5.3,37.51603109662116,-119.57411426332312,37.47028405506689,-119.5515491625847,15,19,1,3,11.13,12.712449999999997
11.95,39.67382311038286,-83.13233632858928,39.71243432491272,-83.11423967992681,1,16,1,0,23.51,25.39784999999999
3.58,39.696927339544494,-104.4606709254058,39.745678700374825,-104.4738373748169,4,28,1,5,10.8,9.962450000000008
6.06,38.37969872583191,-113.5930569880841,38.39559183284069,-113.64274052682347,8,12,1,3,15.89,14.259150000000007
6.77,40.20308323546475,-94.27253789168796,40.16440483052223,-94.27723301765904,4,19,1,3,10.04,15.59410000000002
5.2,39.19202216084012,-95.84808370873156,39.18747940025096,-95.84144338645596,5,19,1,3,10.61,11.576099999999999
5.35,40.86300340140293,-78.27363271396874,40.82135162855054,-78.31510541243661,18,14,1,5,14.61,13.478299999999997
8.19,40.008973021153565,-92.40384197977674,40.02696176411504,-92.40374845170751,22,6,1,4,20.83,16.818299999999994
9.63,39.482018467163854,-116.73358445746337,39.470946875630105,-116.77676015063425,14,15,1,6,20.78,18.348100000000002
4.32,39.58859442299778,-102.70603207182604,39.62061617542049,-102.723309017,18,1,1,6,12.13,9.967849999999997
6.74,40.37651828986848,-120.58187431114288,40.39145815010238,-120.59169645622752,9,20,1,4,14.15,13.905449999999997
5.23,39.02676778565528,-105.49596689501644,38.988405648362416,-105.4933532823954,8,20,1,4,8.06,12.850550000000005
5.93,39.37862639848058,-86.3914666868341,39.34304078021479,-86.43160085852523,7,2,2,3,11.47,12.951249999999998
8.38,40.10035771343232,-109.75472791798823,40.05979879367038,-109.76260519037392,18,5,1,3,15.36,17.752300000000005
8.46,40.75272164096418,-103.1718763012188,40.73549602844631,-103.12453939636684,1,1,2,2,11.99,17.7951
13.98,40.494851746668886,-111.14008291976788,40.51232134138506,-111.1285621963227,5,4,2,5,31.47,28.074050000000025
9.9,39.47982677518098,-112.88162374097604,39.4980541854228,-112.92988235098258,2,30,1,0,17.14,22.97935
9.32,37.691071633419405,-78.4280752195811,37.67422075854502,-78.4171466958075,4,2,2,3,15.71,22.014299999999984
5.81,40.85034525416625,-88.9286479163924,40.88332162187677,-88.93063708492237,16,10,1,1,11.16,13.168199999999999
6.01,37.27786439554895,-99.26099646881414,37.28182501191285,-99.28819815138756,15,31,1,1,16.02,14.061949999999992
9.44,37.209594852080414,-105.3265025744815,37.24197805857088,-105.3422798547758,10,16,1,0,21.69,22.323050000000016
3.53,37.351599808404885,-106.1635960977076,37.363617774650095,-106.18686174738208,1,10,1,1,13.12,10.27995
6.56,38.06117201958083,-108.9449564476854,38.07869691938004,-108.90331203327736,10,24,1,1,20.58,14.396849999999997
3.07,40.64159863441199,-94.60465763910736,40.68565565837178,-94.56399438476274,4,6,1,4,9.27,9.079150000000006
4.25,40.88078364628534,-97.5619871694016,40.86903945765021,-97.58020819369776,0,31,1,1,9.89,11.448750000000011
8.68,39.51370297487411,-120.02608767589123,39.54975684331858,-120.03278325926456,11,27,1,4,18.14,18.565599999999996
9.06,38.69999285885083,-118.9912232724828,38.740782191168094,-118.95488691077207,11,29,1,6,17.24,19.065099999999987
3.01,39.92134599715203,-78.75155936877366,39.93808118492026,-78.77954631254829,4,25,1,2,11.83,9.080499999999995
6.02,38.40869165089504,-88.89740466829207,38.427789688182,-88.87993132444163,19,5,1,3,12.64,14.362299999999989
4.53,40.03109403169121,-101.22315668279144,40.039583501076336,-101.24478715243504,9,2,1,0,9.88,11.57169999999999
5.14,37.59649728439695,-87.3808972342851,37.59613890218043,-87.42472295165551,8,10,1,1,10.9,12.844550000000009
5.23,37.47900607552706,-96.13553824794494,37.50611034049848,-96.1552987233612,10,26,1,3,8.89,12.938149999999998
3.98,37.32489724347431,-82.88438608095288,37.33193852751782,-82.90868303726812,6,18,1,2,7.71,10.691249999999993
7.04,40.30339621277369,-85.78976824298257,40.2667102547633,-85.80823715282753,10,11,1,2,21.45,16.675600000000017
5.72,40.43474815620493,-117.36770888386368,40.47558160224648,-117.41212244281456,22,15,1,6,13.94,13.866900000000005
6.62,40.67156117679478,-121.74726854768656,40.66035391939315,-121.7096599552504,7,8,1,6,15.46,14.3517
5.39,38.270579548976905,-101.80145751868687,38.30093404286356,-101.7907444360962,11,2,2,3,12.89,13.183049999999998
5.24,39.25248076959919,-103.7723992374523,39.20255633414148,-103.77813226510894,16,22,1,6,15.42,13.186849999999984
14.0,37.63153459447436,-84.72866861273752,37.59021359175509,-84.69923501897273,6,8,1,6,33.12,29.530800000000003
8.01,40.67751270913821,-99.8772582934239,40.698078661536194,-99.83168977008742,4,3,1,1,12.32,17.67715
6.13,38.3813065739743,-95.25992877860251,38.36041392838884,-95.2890653191499,6,20,1,4,10.71,13.753200000000009
11.24,37.55108305466728,-114.53774140180955,37.54686027255772,-114.54295723218016,0,17,1,1,23.4,24.730049999999977
7.81,39.86758056926119,-106.57834504976476,39.84027509121627,-106.5987025730445,11,20,1,4,20.67,16.784600000000008
9.39,40.96654002651984,-120.672643596572,40.9319987963789,-120.64424659628774,3,28,1,5,16.81,21.187099999999983
11.4,40.38215696508259,-102.438049187947,40.356390309339226,-102.41540722900815,0,4,2,5,24.72,25.27629999999998
8.04,40.68574461993394,-98.55562975118818,40.67851448509497,-98.54589923420365,22,12,1,3,15.7,19.72650000000001
1.18,40.08178431145083,-106.99691448615188,40.07811599314053,-106.97322369786708,8,4,2,5,2.79,4.800850000000003
5.8,37.98864230636534,-116.63165047182991,38.01796476698691,-116.66844727318708,23,31,1,1,9.18,14.177800000000007
8.05,40.45831456186436,-81.67126310354149,40.49434889351112,-81.66596342284691,7,24,1,1,18.82,18.60784999999998
8.23,37.75565416374862,-78.52807300782645,37.76105673886428,-78.4986844149595,0,20,1,4,23.54,17.340149999999998
8.25,38.4855510960271,-73.24276742416593,38.50904961391672,-73.29154342552921,9,1,1,6,21.54,18.086400000000005
1.16,38.75567534415204,-78.0999465243066,38.77375881083671,-78.0593555736325,17,1,2,2,4.48,4.258499999999997
10.22,38.8414296275524,-120.83144684290318,38.882197312275885,-120.848651214722,17,5,1,3,29.38,22.56540000000002
5.34,40.27005204729468,-84.85655349992231,40.27971110236004,-84.89410736289662,20,14,1,5,11.59,12.461650000000004
4.59,38.5688855901757,-96.72099464164302,38.56271110412112,-96.74303982941824,11,12,1,3,13.38,11.480550000000001
7.52,40.17459108293024,-104.46433826774212,40.14244749706069,-104.47035974391922,20,27,1,4,16.76,15.69920000000001
6.91,40.28018263618762,-111.95316328817108,40.27738602382159,-111.9341196092057,1,15,1,6,17.38,17.103350000000006
9.8,40.67070459765779,-112.10005942391456,40.693722576876056,-112.09309053487716,5,28,1,5,19.21,20.485649999999996
7.18,37.405367641599945,-91.16676149908922,37.44198700703667,-91.18664530665149,22,20,1,4,17.18,17.103199999999994
9.84,40.71912790524701,-111.86513390838137,40.7218894569632,-111.83957808651668,16,8,1,6,17.11,19.853549999999977
7.55,38.71756845130007,-100.74186206568083,38.700099786803776,-100.77192481990532,13,22,1,6,16.6,17.978199999999983
3.59,37.27998460580585,-101.97530465466964,37.23135454951262,-102.0093028043382,18,3,2,4,8.9,9.630700000000008
6.09,38.035912347588,-118.5675049952405,38.04729306971618,-118.61447062960806,18,3,2,4,10.11,13.996700000000006
5.65,40.58600669450756,-77.72310561515485,40.54984013532784,-77.75629717933056,20,12,1,3,13.11,12.388799999999998
10.34,37.017875972403765,-88.03811083990004,36.98574662417935,-88.0771026270663,15,28,1,5,21.13,23.67455
3.95,39.37958708777302,-118.7468427083662,39.410369242309976,-118.7934772867974,6,27,1,4,11.41,10.440100000000005
4.72,37.21379727543392,-90.64827681339492,37.25684504801426,-90.60048917601776,5,27,1,4,10.82,12.160649999999999
5.32,38.42881584237984,-89.38295586106912,38.4498023868835,-89.37105296600804,2,28,1,5,14.67,12.635799999999996
7.9,37.91677934361197,-107.54818240788455,37.92602361885947,-107.55426545249028,4,30,1,0,22.22,16.942450000000004
0.98,39.29637613072891,-76.90465572037962,39.29113493460907,-76.89759619565318,1,2,1,0,2.71,4.318349999999994
7.03,38.61785057638371,-118.32381175380218,38.60444527355538,-118.31010387083064,11,9,1,0,13.51,16.223699999999994
7.71,39.84483555398166,-108.82166609277496,39.80628466866737,-108.7916783403672,22,13,1,4,20.38,16.489999999999995
6.7,37.92439236479508,-75.51087738733443,37.89091342669344,-75.49408536321363,0,30,1,0,13.16,15.401799999999996
12.86,40.52925770201728,-115.89309669797876,40.578640649614506,-115.90800946813346,8,9,1,0,32.84,29.1377
2.74,39.23756421506072,-96.8018830394483,39.20224484743744,-96.76558268582916,14,13,1,4,7.58,7.366350000000007
10.89,39.17412206890008,-86.45381023336083,39.14201599304592,-86.45373890831364,10,4,2,5,19.95,21.777649999999994
7.68,39.22881925738353,-91.55621752661644,39.26020197288588,-91.59231297055308,0,18,1,2,15.55,18.248949999999976
4.67,39.832222078519024,-108.47542001238492,39.83268259501354,-108.43459057281808,9,20,1,4,14.25,11.847650000000002
7.95,38.99747035851415,-106.59436028931756,39.04134266860009,-106.63837842976308,2,31,1,1,18.34,18.501550000000005
7.34,38.073425685998174,-121.41270546092387,38.10918932538163,-121.39052636421172,4,7,1,5,14.06,18.691500000000012
9.4,37.95968195720024,-98.05628868660688,37.973691182895536,-98.09795295424824,16,14,1,5,23.59,20.215750000000018
10.08,39.82150159799174,-114.27690715129955,39.79867328658754,-114.24406537142664,7,4,1,2,22.46,22.143899999999984
3.54,39.9517650207293,-96.52057804243586,39.90373814862829,-96.5584585982163,9,26,1,3,11.74,9.480700000000008
4.45,37.84493886632638,-76.51461945585454,37.89413579040377,-76.49161772094038,9,27,1,4,13.87,11.030250000000002
9.31,40.08138893291609,-84.3846014479146,40.08646570019763,-84.43395795507827,11,4,2,5,14.56,20.12964999999998
9.4,39.88832172024581,-98.2111901539676,39.8411143631654,-98.2522595000273,10,26,1,3,13.95,20.758249999999997
8.98,37.498024786331406,-83.1848895817555,37.47186569505669,-83.16836186855534,14,2,2,3,25.73,19.327849999999994
8.15,38.052768731418745,-110.3562376166312,38.07843823206091,-110.3575115724573,17,20,1,4,16.4,18.167
10.84,37.34799898580054,-93.7931387557369,37.347864348091626,-93.81538607313924,3,26,1,3,20.88,21.43309999999998
9.96,37.34791609925572,-79.63138012997692,37.37305186780755,-79.60213773235937,1,7,1,5,25.11,21.450850000000006
0.09,37.98888702468857,-121.08752644980972,37.95399014225649,-121.104751176048,15,31,1,1,3.9,2.7973999999999997
7.49,38.603645014194974,-85.58530678268264,38.6187925561192,-85.58025756127144,15,7,1,5,16.81,17.10134999999999
13.15,40.08542341037552,-97.09889876313744,40.09866377774927,-97.14377859060336,9,2,1,0,26.97,28.63329999999999
10.69,38.94651497801487,-84.66968224008914,38.953680190174175,-84.70668747025084,1,27,1,4,19.21,22.211199999999995
9.32,38.86919378604904,-114.39067421571968,38.84654110100812,-114.36992457413032,21,2,2,3,19.58,20.1629
7.16,40.96349679776942,-113.50031590347086,40.98898010657754,-113.5083979950546,20,31,1,1,21.19,16.389100000000003
8.15,37.591039314714536,-89.71515703582321,37.54681660573526,-89.7018557486238,18,6,1,4,22.22,18.145949999999992
2.37,37.269193264218345,-82.65377896044947,37.23127354389329,-82.63720220720054,20,1,2,2,5.39,8.192499999999995
10.62,38.1853696696662,-106.87122609245844,38.21977962340829,-106.83087821451596,21,2,2,3,21.18,22.042250000000003
9.49,40.49320165778926,-99.83107704736128,40.48472582782279,-99.83877784322456,19,8,1,6,24.45,19.036050000000003
2.51,40.05582776776569,-79.15546232457906,40.09302298392808,-79.13544515784463,22,30,1,0,6.76,7.26295
1.59,39.26662354343132,-94.42130585334358,39.30104200993501,-94.39218463454488,2,31,1,1,8.43,5.593700000000004
7.68,39.88092089132408,-112.3760885938202,39.88302984957269,-112.37730510733982,18,25,1,2,13.44,16.160999999999998
2.06,38.85235249775703,-101.42403274656928,38.88098241221402,-101.43526954473316,4,22,1,6,5.89,6.573849999999998
1.57,37.9662491076196,-106.72267504036778,37.93482219490984,-106.68616785414412,18,28,1,5,6.73,5.520550000000002
10.36,38.066645337318405,-108.3360651279562,38.09897860265519,-108.2945500749112,7,7,1,5,24.35,22.58745
5.41,39.438658249699664,-85.36630904567592,39.46486705326436,-85.38647277169933,1,24,1,1,10.7,13.217150000000002
8.69,37.43698094875052,-97.59372443437228,37.4342817823495,-97.54504595753149,17,10,1,1,15.96,19.038849999999996
11.69,37.57561677847539,-104.368971794684,37.60987886858258,-104.40553164132382,1,25,1,2,18.95,23.29805
12.06,37.21079988808111,-78.11311933331797,37.17799844711399,-78.14369554590716,10,4,1,2,20.56,26.493449999999992
3.89,37.93593390732405,-93.93677956850247,37.95808453843541,-93.94702202699668,16,23,1,0,11.4,10.107050000000003
9.26,37.042682211205616,-94.5951620183421,37.02743666966176,-94.61252633669392,3,4,1,2,21.68,19.70505
8.79,40.3509550875141,-75.29151287875956,40.39914575511631,-75.25679542407123,12,9,1,0,13.93,20.089899999999993
